player,player_id,pos,ht_in_in,wt,birth_date,colleges,from,to,debut,hof
Bobby Rascoe,rascobo01,G-F,76,205,1940-07-22,Western Kentucky,1968,1970,1967-10-14T00:00:00Z,FALSE
Jimmy Rayl,raylji01,G,74,175,1941-06-21,Indiana,1968,1969,1967-10-14T00:00:00Z,FALSE
Kendall Rhine,rhineke01,C,82,230,1943-02-13,Rice University,1968,1969,1967-10-14T00:00:00Z,FALSE
Pat Riley,rileypa01,G-F,76,205,1945-03-20,Kentucky,1968,1976,1967-10-14T00:00:00Z,TRUE
Rick Weitzman,weitzri01,G,74,175,1946-04-30,Northeastern University,1968,1968,1967-10-14T00:00:00Z,FALSE
Art Williams,williar01,G,73,180,1939-09-29,Cal Poly Pomona,1968,1975,1967-10-14T00:00:00Z,FALSE
Byron Beck,beckby01,C-F,81,225,1945-01-25,"Columbia Basin College, Denver",1968,1977,1967-10-15T00:00:00Z,FALSE
Jim Davis,davisji01,C-F,81,225,1941-12-18,Colorado,1968,1975,1967-10-15T00:00:00Z,FALSE
Chuck Gardner,gardnch01,F,80,205,1944-09-30,Colorado,1968,1968,1967-10-15T00:00:00Z,FALSE
Julian Hammond,hammoju01,F,77,205,1943-05-27,Tulsa,1968,1972,1967-10-15T00:00:00Z,FALSE
Willie Murrell,murrewi01,F,78,225,1941-09-13,"Eastern Oklahoma State College, Kansas State",1968,1970,1967-10-15T00:00:00Z,FALSE
Grant Simmons,simmogr01,G,75,190,1943-03-07,Nebraska,1968,1969,1967-10-15T00:00:00Z,FALSE
Willis Thomas,thomawi01,G,74,185,NA,Harbor College,1968,1968,1967-10-15T00:00:00Z,FALSE
Charlie Beasley,beaslch01,G-F,77,190,1945-09-23,SMU,1968,1971,1967-10-16T00:00:00Z,FALSE
John Beasley,beasljo01,F-C,81,225,1944-02-05,Texas A&M,1968,1974,1967-10-16T00:00:00Z,FALSE
Dennis Holman,holmade01,G,75,175,1945-10-08,SMU,1968,1968,1967-10-16T00:00:00Z,FALSE
Carroll Hooser,hooseca01,F,79,230,1944-03-05,SMU,1968,1968,1967-10-16T00:00:00Z,FALSE
Riney Lochmann,lochmri01,F,78,215,1944-05-26,Kansas,1968,1970,1967-10-16T00:00:00Z,FALSE
Rich Peek,peekri01,C,83,230,1943-10-28,"Florida, Louisiana Tech",1968,1968,1967-10-16T00:00:00Z,FALSE
Cincy Powell,powelci01,F-C,79,220,1942-02-25,University of Portland,1968,1975,1967-10-16T00:00:00Z,FALSE
Rubin Russell,russeru01,G,74,180,1944-11-07,"Labette Community College, University of North Texas",1968,1968,1967-10-16T00:00:00Z,FALSE
Bob Verga,vergabo01,G,73,190,1945-09-07,Duke,1968,1974,1967-10-16T00:00:00Z,FALSE
Bobby Wilson,wilsobo02,F,80,215,NA,Kansas,1968,1968,1967-10-16T00:00:00Z,FALSE
Cliff Anderson,andercl01,G-F,74,200,1944-09-07,Saint Joseph's,1968,1971,1967-10-17T00:00:00Z,FALSE
Art Becker,beckear01,F,79,205,1942-01-12,Arizona State,1968,1973,1967-10-17T00:00:00Z,FALSE
Tommie Bowens,bowento01,F-C,80,220,1940-07-07,Grambling State University,1968,1970,1967-10-17T00:00:00Z,FALSE
George Carter,cartege01,F-G,76,210,1944-01-10,St. Bonaventure,1968,1976,1967-10-17T00:00:00Z,FALSE
Bill Dinwiddie,dinwibi01,F,79,220,1943-07-15,New Mexico Highlands University,1968,1972,1967-10-17T00:00:00Z,FALSE
Sonny Dove,doveso01,F,79,198,1945-08-16,St. John's,1968,1972,1967-10-17T00:00:00Z,FALSE
Jim Fox,foxji01,C-F,82,230,1943-04-07,South Carolina,1968,1977,1967-10-17T00:00:00Z,FALSE
Hal Hale,haleha01,G,73,180,1945-09-21,Utah State University,1968,1968,1967-10-17T00:00:00Z,FALSE
Dennis Hamilton,hamilde01,F,80,210,1944-05-08,Arizona State,1968,1971,1967-10-17T00:00:00Z,FALSE
Joe Hamood,hamoojo01,G,72,180,1943-09-07,Houston,1968,1968,1967-10-17T00:00:00Z,FALSE
Darrell Hardy,hardyda01,F,79,220,NA,Baylor,1968,1968,1967-10-17T00:00:00Z,FALSE
Al Jackson,jacksal01,G,73,185,1943-07-29,Wilberforce University,1968,1968,1967-10-17T00:00:00Z,FALSE
Phil Jackson,jacksph01,F-C,80,220,1945-09-17,University of North Dakota,1968,1980,1967-10-17T00:00:00Z,TRUE
Leary Lentz,lentzle01,F,78,200,1945-02-23,Houston,1968,1969,1967-10-17T00:00:00Z,FALSE
Paul Long,longpa01,G,74,180,1944-02-08,"Virginia Tech, Wake Forest",1968,1971,1967-10-17T00:00:00Z,FALSE
Guy Manning,mannigu01,F,78,195,1944-02-04,Prairie View A&M University,1968,1969,1967-10-17T00:00:00Z,FALSE
John Morrison,morrijo01,G,74,190,1945-05-02,Canisius,1968,1968,1967-10-17T00:00:00Z,FALSE
George Patterson,pattege01,C-F,80,230,1939-11-26,Toledo,1968,1968,1967-10-17T00:00:00Z,FALSE
Jerry Pettway,pettwje01,G-F,75,185,1944-02-13,Northwood University,1968,1969,1967-10-17T00:00:00Z,FALSE
Bob Riedy,riedybo01,F,78,215,1945-08-26,Duke,1968,1968,1967-10-17T00:00:00Z,FALSE
Roger Schurig,schurro01,G,75,185,1942-04-03,Vanderbilt,1968,1968,1967-10-17T00:00:00Z,FALSE
Jimmy Walker,walkeji01,G,75,195,1944-04-08,Providence,1968,1976,1967-10-17T00:00:00Z,FALSE
John Wetzel,wetzejo01,G-F,77,190,1944-10-22,Virginia Tech,1968,1976,1967-10-17T00:00:00Z,FALSE
Tom Workman,workmto01,F-C,79,218,1944-11-14,Seattle University,1968,1971,1967-10-17T00:00:00Z,FALSE
Jim Caldwell,caldwji01,C,82,240,1943-01-28,Georgia Tech,1968,1969,1967-10-18T00:00:00Z,FALSE
Ron Filipek,filipro01,F,77,205,1944-02-05,Tennessee Technological University,1968,1968,1967-10-18T00:00:00Z,FALSE
Ed Manning,mannied01,F,79,210,1944-01-02,Jackson State University,1968,1976,1967-10-18T00:00:00Z,FALSE
Stan McKenzie,mckenst01,F-G,77,195,1944-10-06,NYU,1968,1974,1967-10-18T00:00:00Z,FALSE
Earl Monroe,monroea01,G,75,185,1944-11-21,Winston-Salem State,1968,1980,1967-10-18T00:00:00Z,TRUE
Jim Reid,reidji01,F,78,210,1945-08-03,Winston-Salem State,1968,1968,1967-10-18T00:00:00Z,FALSE
Roland West,westro01,G,76,178,1944-06-06,Cincinnati,1968,1968,1967-10-18T00:00:00Z,FALSE
Larry Brown,brownla01,G,69,160,1940-09-14,UNC,1968,1972,1967-10-19T00:00:00Z,TRUE
John Comeaux,comeajo01,F,77,193,1943-09-15,Grambling State University,1968,1968,1967-10-19T00:00:00Z,FALSE
John Dickson,dicksjo01,C,82,240,1945-11-18,Arkansas State University,1968,1968,1967-10-19T00:00:00Z,FALSE
Gerald Govan,govange01,F-C,82,220,1942-01-02,Saint Mary of the Plains College,1968,1976,1967-10-19T00:00:00Z,FALSE
Jimmy Jones,jonesji01,G,76,188,1945-01-01,Grambling State University,1968,1977,1967-10-19T00:00:00Z,FALSE
Leland Mitchell,mitchle01,G,76,210,1941-02-22,"Pearl River Community College, Mississippi State",1968,1968,1967-10-19T00:00:00Z,FALSE
Doug Moe,moedo01,F-G,77,215,1938-09-21,UNC,1968,1972,1967-10-19T00:00:00Z,FALSE
Mal Pradd,praddma01,G,75,170,1944-11-17,Dillard University,1968,1969,1967-10-19T00:00:00Z,FALSE
Red Robbins,robbire01,F-C,80,190,1944-09-30,"Chipola College, Tennessee",1968,1975,1967-10-19T00:00:00Z,FALSE
Red Stroud,stroure01,G,72,160,1941-05-02,Mississippi State,1968,1968,1967-10-19T00:00:00Z,FALSE
Orb Bowling,bowlior01,C,82,215,1939-03-21,Tennessee,1968,1968,1967-10-20T00:00:00Z,FALSE
Louie Dampier,dampilo01,G,72,170,1944-11-20,Kentucky,1968,1979,1967-10-20T00:00:00Z,TRUE
Mal Graham,grahama01,G,73,185,1945-02-23,NYU,1968,1969,1967-10-21T00:00:00Z,FALSE
Mel Daniels,danieme01,C,81,220,1944-07-20,"Southeastern Iowa Community College, West Burlington Campus, New Mexico",1968,1977,1967-10-22T00:00:00Z,TRUE
Donnie Freeman,freemdo01,G,75,185,1944-07-18,Illinois,1968,1976,1967-10-22T00:00:00Z,FALSE
Ervin Inniger,inniger01,G,76,190,1945-01-16,Indiana,1968,1969,1967-10-22T00:00:00Z,FALSE
Gary Keller,kellega01,F-C,81,220,1944-06-13,Florida,1968,1969,1967-10-22T00:00:00Z,FALSE
Terry Kunze,kunzete01,G-F,76,210,1943-03-11,Minnesota,1968,1968,1967-10-22T00:00:00Z,FALSE
Ron Perry,perryro01,G,75,190,1943-12-29,Virginia Tech,1968,1970,1967-10-22T00:00:00Z,FALSE
Sam Smith,smithsa01,F,79,230,1944-01-27,"Louisville, Kentucky Wesleyan College",1968,1971,1967-10-22T00:00:00Z,FALSE
Skip Thoren,thoresk01,C,82,230,1943-04-05,Illinois,1968,1970,1967-10-22T00:00:00Z,FALSE
Dan Anderson,anderda01,C,82,230,1943-02-15,Augsburg College,1968,1969,1967-10-23T00:00:00Z,FALSE
Craig Dill,dillcr01,C,83,215,1944-12-17,Michigan,1968,1968,1967-10-23T00:00:00Z,FALSE
Calvin Graham,grahaca01,G,74,195,1944-06-07,Gannon University,1968,1968,1967-10-23T00:00:00Z,FALSE
Ira Harge,hargeir01,C,81,225,1941-03-14,"Southeastern Iowa Community College, West Burlington Campus, New Mexico",1968,1973,1967-10-23T00:00:00Z,FALSE
Connie Hawkins,hawkico01,F-C,80,210,1942-07-17,Iowa,1968,1976,1967-10-23T00:00:00Z,TRUE
Tony Jackson,jacksto01,F-G,76,200,1942-11-07,St. John's,1968,1969,1967-10-23T00:00:00Z,FALSE
Barry Leibowitz,leiboba01,G,74,180,1945-09-10,Long Island University,1968,1968,1967-10-23T00:00:00Z,FALSE
Bobby Lloyd,lloydbo01,G,74,184,1946-01-03,Rutgers University,1968,1969,1967-10-23T00:00:00Z,FALSE
Johnny Mathis,mathijo01,F,78,220,1943-07-14,Savannah State University,1968,1968,1967-10-23T00:00:00Z,FALSE
Bob McIntyre,mcintbo01,F,78,215,1944-01-23,St. John's,1968,1970,1967-10-23T00:00:00Z,FALSE
Bill Meyer,meyerbi01,G,75,195,1943-08-30,Hiram College,1968,1968,1967-10-23T00:00:00Z,FALSE
Walt Simon,simonwa01,F-G,78,200,1939-12-01,Benedict College,1968,1974,1967-10-23T00:00:00Z,FALSE
Bruce Spraggins,spragbr01,F,77,188,1939-08-31,Virginia Union University,1968,1968,1967-10-23T00:00:00Z,FALSE
Gary Turner,turnega01,F,79,200,1942-11-23,"Paris Junior College, TCU",1968,1968,1967-10-23T00:00:00Z,FALSE
Herschell Turner,turnehe01,G,74,195,1938-03-29,Nebraska,1968,1968,1967-10-23T00:00:00Z,FALSE
Trooper Washington,washitr01,F-C,79,215,1944-04-21,Cheyney (PA),1968,1973,1967-10-23T00:00:00Z,FALSE
Dexter Westbrook,westbde01,F,80,190,NA,Providence,1968,1968,1967-10-23T00:00:00Z,FALSE
Charlie Williams,willich01,G,72,165,1943-09-05,Seattle University,1968,1973,1967-10-23T00:00:00Z,FALSE
Dick Clark,clarkri01,G,76,190,1944-01-05,Eastern Kentucky University,1968,1969,1967-10-24T00:00:00Z,FALSE
Tom Kerwin,kerwito01,F,79,210,1944-07-19,Centenary (LA),1968,1968,1967-10-24T00:00:00Z,FALSE
George Sutor,sutorge01,C,80,235,1943-09-14,La Salle,1968,1970,1967-10-24T00:00:00Z,FALSE
Al Beard,beardal01,C,81,200,1942-04-27,Norfolk State,1968,1968,1967-10-25T00:00:00Z,FALSE
Gary Gray,grayga01,G,73,185,1945-02-23,Oklahoma City University,1968,1968,1967-10-25T00:00:00Z,FALSE
Johnny Jones,jonesjo01,F,79,205,1943-03-12,"California State University, Los Angeles",1968,1969,1967-10-25T00:00:00Z,FALSE
Errol Palmer,palmeer01,F,77,195,NA,DePaul,1968,1968,1967-10-25T00:00:00Z,FALSE
Mike Dabich,dabicmi01,C,84,242,1942-12-27,New Mexico State,1968,1968,1967-10-27T00:00:00Z,FALSE
Walt Frazier,fraziwa01,G,76,200,1945-03-29,Southern Illinois,1968,1980,1967-10-28T00:00:00Z,TRUE
Paul Scranton,scranpa01,F,77,230,1944-04-30,Cal Poly Pomona,1968,1968,1967-10-29T00:00:00Z,FALSE
Ken Wilburn,wilbuke01,F,78,195,1944-06-08,Central State University,1968,1969,1967-11-02T00:00:00Z,FALSE
Dewitt Menyard,menyade01,C,82,210,1944-05-24,"Allan Hancock College, Utah",1968,1968,1967-11-04T00:00:00Z,FALSE
Richie Moore,mooreri01,G,74,190,NA,"Villanova, Hiram Scott College",1968,1968,1967-11-06T00:00:00Z,FALSE
Warren Davis,daviswa02,F-C,78,212,1943-06-30,North Carolina A&T,1968,1973,1967-11-13T00:00:00Z,FALSE
Rich Parks,parksri01,F,79,235,1943-10-28,Saint Louis,1968,1968,1967-11-14T00:00:00Z,FALSE
John Postley,postljo01,F,77,220,1940-05-30,Bethune-Cookman College,1968,1968,1967-11-14T00:00:00Z,FALSE
Jim Jarvis,jarviji01,G,73,175,1943-03-03,Oregon State,1968,1969,1967-11-16T00:00:00Z,FALSE
Tommy Woods,woodsto01,F,79,210,1943-06-10,East Tennessee State University,1968,1968,1967-11-20T00:00:00Z,FALSE
Dave Lee,leeda01,F,79,225,1942-03-31,San Francisco,1968,1969,1967-11-23T00:00:00Z,FALSE
Bill Bradley,bradlbi01,F-G,77,205,1943-07-28,Princeton,1968,1977,1967-12-09T00:00:00Z,TRUE
Maurice McHartley,mcharma01,G-F,75,185,1942-08-01,North Carolina A&T,1968,1970,1967-12-10T00:00:00Z,FALSE
Bill Crow,crowbi01,G,73,180,1940-12-09,"Cerritos College, BYU, Westminster College of Utah",1968,1968,1967-12-12T00:00:00Z,FALSE
R.B. Lynam,lynamrb01,G,73,190,NA,Oklahoma Baptist University,1968,1968,1967-12-13T00:00:00Z,FALSE
Bill Allen,allenbi01,C-F,80,205,NA,New Mexico State,1968,1968,1968-01-02T00:00:00Z,FALSE
Hank Whitney,whitnha01,F-C,79,230,1939-04-28,Iowa State,1968,1970,1968-01-05T00:00:00Z,FALSE
Lonnie Wright,wrighlo01,G,74,205,1945-01-23,Colorado State,1968,1972,1968-01-10T00:00:00Z,FALSE
Dick Lee,leedi01,F,78,NA,NA,Washington,1968,1968,1968-01-17T00:00:00Z,FALSE
Craig Spitzer,spitzcr01,C,84,225,1945-12-18,Tulane,1968,1968,1968-01-20T00:00:00Z,FALSE
Ron Widby,widbyro01,F,76,210,1945-03-09,Tennessee,1968,1968,1968-01-23T00:00:00Z,FALSE
Larry Moore,moorela01,F,79,215,1942-07-10,Florida State,1968,1968,1968-01-28T00:00:00Z,FALSE
Bud Acton,actonbu01,F,78,210,1942-01-11,Hillsdale College,1968,1968,1968-02-01T00:00:00Z,FALSE
Arvesta Kelly,kellyar01,G,74,175,1945-11-20,Lincoln University of Missouri,1968,1972,1968-02-04T00:00:00Z,FALSE
Steve Vacendak,vacenst01,G,73,185,1944-08-15,Duke,1968,1970,1968-02-07T00:00:00Z,FALSE
Elton McGriff,mcgriel01,C,81,225,1942-08-21,"City College of San Francisco, Creighton",1968,1969,1968-02-11T00:00:00Z,FALSE
Leroy Wright,wrighle01,F,81,215,1938-05-06,University of the Pacific,1968,1969,1968-02-17T00:00:00Z,FALSE
Tyrone Britt,brittty01,G,76,190,1944-04-18,Johnson C. Smith University,1968,1968,1968-02-25T00:00:00Z,FALSE
Tom Boerwinkle,boerwto01,C,84,265,1945-08-23,Tennessee,1969,1978,1968-10-15T00:00:00Z,FALSE
Don May,maydo01,F,76,200,1946-01-03,Dayton,1969,1975,1968-10-15T00:00:00Z,FALSE
Dave Newmark,newmada01,C,84,240,1946-09-11,Columbia University,1969,1971,1968-10-15T00:00:00Z,FALSE
Loy Petersen,peterlo01,G,77,205,1945-07-26,Oregon State,1969,1970,1968-10-15T00:00:00Z,FALSE
Zaid Abdul-Aziz,abdulza01,C-F,81,235,1946-04-07,Iowa State,1969,1978,1968-10-16T00:00:00Z,FALSE
Dick Cunningham,cunnidi01,C,82,245,1946-07-11,Murray State,1969,1975,1968-10-16T00:00:00Z,FALSE
Pat Frink,frinkpa01,G,76,195,1945-02-18,Colorado,1969,1969,1968-10-16T00:00:00Z,FALSE
Otto Moore,mooreot01,C-F,83,205,1946-08-27,University of Texas Rio Grande Valley,1969,1977,1968-10-16T00:00:00Z,FALSE
Barry Orms,ormsba01,G,75,190,1946-05-01,Saint Louis,1969,1970,1968-10-16T00:00:00Z,FALSE
Charlie Paulk,paulkch01,F-C,80,219,1946-06-14,Northeastern State University,1969,1972,1968-10-16T00:00:00Z,FALSE
Wes Unseld,unselwe01,C-F,79,245,1946-03-14,Louisville,1969,1981,1968-10-16T00:00:00Z,TRUE
Dwight Waller,walledw01,F,78,220,1945-10-05,Tennessee State,1969,1972,1968-10-16T00:00:00Z,FALSE
Rick Adelman,adelmri01,G,73,175,1946-06-16,Loyola Marymount,1969,1975,1968-10-17T00:00:00Z,TRUE
Harry Barnes,barneha01,F,75,205,1945-07-25,Northeastern University,1969,1969,1968-10-17T00:00:00Z,FALSE
Al Hairston,hairsal01,G,73,170,1945-12-11,Bowling Green,1969,1970,1968-10-17T00:00:00Z,FALSE
Art Harris,harriar01,G,76,185,1947-01-13,Stanford,1969,1972,1968-10-17T00:00:00Z,FALSE
Elvin Hayes,hayesel01,F-C,81,235,1945-11-17,Houston,1969,1984,1968-10-17T00:00:00Z,TRUE
Bob Kauffman,kauffbo01,F-C,80,240,1946-07-13,Guilford College,1969,1975,1968-10-17T00:00:00Z,FALSE
Joe Kennedy,kennejo01,F,78,210,1947-01-12,Duke,1969,1971,1968-10-17T00:00:00Z,FALSE
Stu Lantz,lantzst01,G,75,175,1946-07-13,Nebraska,1969,1976,1968-10-17T00:00:00Z,FALSE
John Trapp,trappjo01,F,79,210,1945-10-02,"Voorhees College, Pasadena City College, UNLV",1969,1973,1968-10-17T00:00:00Z,FALSE
Ed Biedenbach,biedeed01,G,73,175,1945-08-12,NC State,1969,1969,1968-10-18T00:00:00Z,FALSE
Russ Critchfield,critcru01,G,70,150,1946-06-27,California,1969,1969,1968-10-18T00:00:00Z,FALSE
Jim Eakins,eakinji01,C,83,215,1946-05-24,BYU,1969,1978,1968-10-18T00:00:00Z,FALSE
Gary Gregor,gregoga01,F-C,79,225,1945-08-13,South Carolina,1969,1974,1968-10-18T00:00:00Z,FALSE
Shaler Halimon,halimsh01,G-F,77,199,1945-03-30,"Imperial Valley College, Utah State University",1969,1973,1968-10-18T00:00:00Z,FALSE
Bill Hewitt,hewitbi01,F,79,210,1944-08-08,USC,1969,1975,1968-10-18T00:00:00Z,FALSE
Bobby Hooper,hoopebo01,G,72,180,1946-12-22,Dayton,1969,1969,1968-10-18T00:00:00Z,FALSE
Warren Jabali,jabalwa01,G-F,74,200,1946-08-29,Wichita State,1969,1975,1968-10-18T00:00:00Z,FALSE
Rich Johnson,johnsri01,C,79,210,1946-12-18,Grambling State University,1969,1971,1968-10-18T00:00:00Z,FALSE
Rod Knowles,knowlro01,F-C,81,215,1946-02-27,Davidson,1969,1969,1968-10-18T00:00:00Z,FALSE
Mike Lewis,lewismi01,C-F,80,225,1946-03-18,Duke,1969,1974,1968-10-18T00:00:00Z,FALSE
Henry Logan,loganhe01,G,72,180,1946-03-14,Western Carolina University,1969,1970,1968-10-18T00:00:00Z,FALSE
Craig Raymond,raymocr01,C,83,235,1945-04-05,BYU,1969,1973,1968-10-18T00:00:00Z,FALSE
Phil Wagner,wagneph01,G,74,190,1945-12-18,Georgia Tech,1969,1969,1968-10-18T00:00:00Z,FALSE
Cliff Williams,willicl01,G,75,180,1945-04-15,Bowling Green,1969,1969,1968-10-18T00:00:00Z,FALSE
Ron Williams,williro01,G,75,188,1944-09-24,West Virginia,1969,1976,1968-10-18T00:00:00Z,FALSE
Wayne Chapman,chapmwa01,G-F,78,190,1945-06-15,Western Kentucky,1969,1972,1968-10-19T00:00:00Z,FALSE
Fred Foster,fostefr01,F,77,210,1946-03-18,Miami University,1969,1977,1968-10-19T00:00:00Z,FALSE
Reggie Lacefield,lacefre01,G-F,77,230,1945-04-10,Western Michigan,1969,1969,1968-10-19T00:00:00Z,FALSE
Manny Leaks,leaksma01,C-F,80,225,1945-11-27,Niagara University,1969,1974,1968-10-19T00:00:00Z,FALSE
Gene Moore,moorege01,C-F,81,225,1945-07-29,Saint Louis,1969,1975,1968-10-19T00:00:00Z,FALSE
Rich Niemann,niemari01,C,84,245,1946-07-02,Saint Louis,1969,1972,1968-10-19T00:00:00Z,FALSE
Mike Riordan,riordmi01,G-F,76,200,1945-07-09,Providence,1969,1977,1968-10-19T00:00:00Z,FALSE
Greg Smith,smithgr01,F,77,195,1947-01-28,Western Kentucky,1969,1976,1968-10-19T00:00:00Z,FALSE
Mike Butler,butlemi01,G,74,170,1946-10-22,Memphis,1969,1972,1968-10-21T00:00:00Z,FALSE
Lee Davis,davisle01,C-F,80,235,1945-10-11,NC Central,1969,1976,1968-10-21T00:00:00Z,FALSE
Jay Carty,cartyja01,F,80,220,1941-07-04,Oregon State,1969,1969,1968-10-25T00:00:00Z,FALSE
Tony Koski,koskito01,F,80,215,1946-06-26,Providence,1969,1969,1968-10-25T00:00:00Z,FALSE
Willie Worsley,worslwi01,G,69,175,1945-11-13,Texas-El Paso,1969,1969,1968-10-25T00:00:00Z,FALSE
Willie Iverson,iverswi01,G,72,180,1945-10-08,Central Michigan University,1969,1969,1968-10-26T00:00:00Z,FALSE
Don Sidle,sidledo01,F-C,80,215,1946-06-21,Oklahoma,1969,1972,1968-10-26T00:00:00Z,FALSE
Dan Sparks,sparkda01,F,80,200,1945-04-17,"Vincennes University, Weber State",1969,1970,1968-10-26T00:00:00Z,FALSE
Dallas Thornton,thornda01,G,76,190,1946-09-01,Kentucky Wesleyan College,1969,1970,1968-10-26T00:00:00Z,FALSE
Frank Card,cardfr01,F,79,195,1944-12-28,South Carolina State,1969,1973,1968-10-27T00:00:00Z,FALSE
Jim Kissane,kissaji01,F,79,210,1946-08-17,Boston College,1969,1969,1968-10-27T00:00:00Z,FALSE
Tom Kondla,kondlto01,C,80,225,1946-11-30,Minnesota,1969,1969,1968-10-27T00:00:00Z,FALSE
Don Carlos,carlodo01,G-F,77,210,1944-03-03,Otterbein College,1969,1969,1968-10-28T00:00:00Z,FALSE
Rich Dumas,dumasri01,G,75,170,1944-04-21,Northeastern State University,1969,1969,1968-10-28T00:00:00Z,FALSE
Bill Gaines,gainebi01,G,76,185,1946-03-10,Texas A&M University-Commerce,1969,1969,1968-10-28T00:00:00Z,FALSE
Keith Swagerty,swageke01,F,79,235,1945-10-30,University of the Pacific,1969,1970,1968-10-28T00:00:00Z,FALSE
Jasper Wilson,wilsoja01,F,78,200,1947-07-12,Southern University and A&M College,1969,1970,1968-10-28T00:00:00Z,FALSE
Bob Allen,allenbo01,F,81,205,1946-07-17,Marshall,1969,1969,1968-10-29T00:00:00Z,FALSE
Walt Piatkowski,piatkwa01,F,80,220,1945-06-11,Bowling Green,1969,1972,1968-10-29T00:00:00Z,FALSE
Bob Quick,quickbo01,F-G,77,215,1946-03-05,Xavier,1969,1972,1968-10-29T00:00:00Z,FALSE
Dale Schlueter,schluda01,C,82,225,1945-11-12,Colorado State,1969,1978,1968-10-29T00:00:00Z,FALSE
Dennis Grey,greyde01,C-F,80,215,1947-08-26,California Western Uiversity,1969,1970,1968-10-30T00:00:00Z,FALSE
Elvin Ivory,ivoryel01,F,80,210,1948-07-02,Louisiana,1969,1969,1968-10-30T00:00:00Z,FALSE
Merv Jackson,jacksme01,G,75,175,1946-08-15,Utah,1969,1973,1968-10-30T00:00:00Z,FALSE
Edgar Lacey,laceyed01,F,78,190,1944-08-02,UCLA,1969,1969,1968-10-30T00:00:00Z,FALSE
Larry Miller,millela01,G-F,76,190,1946-04-04,UNC,1969,1975,1968-10-30T00:00:00Z,FALSE
George Stone,stonege01,F,79,195,1946-02-09,Marshall,1969,1972,1968-10-30T00:00:00Z,FALSE
Bob Warren,warrebo01,G,77,190,1946-07-17,Vanderbilt,1969,1976,1968-10-30T00:00:00Z,FALSE
Spider Bennett,bennesp01,G,75,190,1943-08-04,Winston-Salem State,1969,1969,1968-10-31T00:00:00Z,FALSE
Ron Boone,boonero01,G-F,74,200,1946-09-06,"Iowa Western Community College, Clarinda Campus, Idaho State University",1969,1981,1968-10-31T00:00:00Z,FALSE
Glen Combs,combsgl01,G,74,185,1946-10-30,Virginia Tech,1969,1975,1968-10-31T00:00:00Z,FALSE
Don Dee,deedo01,F,80,210,1943-08-09,"Saint Louis, Saint Mary of the Plains College",1969,1969,1968-10-31T00:00:00Z,FALSE
John Smith,smithjo01,C,84,235,1944-05-24,University of Southern Colorado,1969,1970,1968-10-31T00:00:00Z,FALSE
Bill Hosket,hoskebi01,F-C,80,225,1946-12-20,Ohio State,1969,1972,1968-11-01T00:00:00Z,FALSE
Doug Sims,simsdo01,F,79,195,1943-06-29,Kent State University,1969,1969,1968-11-01T00:00:00Z,FALSE
Sam Williams,willisa01,G,75,180,1945-01-22,Iowa,1969,1970,1968-11-01T00:00:00Z,FALSE
Brian Brunkhorst,brunkbr01,F,78,208,1945-06-12,Marquette,1969,1969,1968-11-02T00:00:00Z,FALSE
John Clawson,clawsjo01,F,76,200,1944-05-15,Michigan,1969,1969,1968-11-02T00:00:00Z,FALSE
Willie Rogers,rogerwi01,G-F,75,185,1945-09-11,Oklahoma,1969,1969,1968-11-07T00:00:00Z,FALSE
Glynn Saulters,saultgl01,G,74,175,1945-02-10,Louisiana-Monroe,1969,1969,1968-11-07T00:00:00Z,FALSE
Skip Harlicka,harlisk01,G,73,185,1946-10-14,South Carolina,1969,1969,1968-11-09T00:00:00Z,FALSE
Penny Early,earlype01,G,63,114,1943-05-30,NA,1969,1969,1968-11-27T00:00:00Z,FALSE
Ed Johnson,johnsed01,C,80,205,1944-06-17,Tennessee State,1969,1971,1968-12-04T00:00:00Z,FALSE
Jack Thompson,thompja01,G,73,185,1946-03-26,South Carolina,1969,1969,1968-12-11T00:00:00Z,FALSE
Don Chaney,chanedo01,G,77,210,1946-03-22,Houston,1969,1980,1968-12-26T00:00:00Z,FALSE
Charley Parks,parksch01,F,77,210,NA,Idaho State University,1969,1969,1969-02-05T00:00:00Z,FALSE
Butch Joyner,joynebu01,F,77,200,1945-04-26,Indiana,1969,1969,1969-02-09T00:00:00Z,FALSE
Lucius Allen,allenlu01,G,74,175,1947-09-26,UCLA,1970,1979,1969-10-14T00:00:00Z,FALSE
John Warren,warrejo01,G-F,75,180,1947-07-07,St. John's,1970,1974,1969-10-14T00:00:00Z,FALSE
Lee Winfield,winfile01,G,74,174,1947-02-04,University of North Texas,1970,1976,1969-10-14T00:00:00Z,FALSE
Butch Beard,beardbu01,G,75,185,1947-05-04,Louisville,1970,1979,1969-10-15T00:00:00Z,FALSE
Mike Davis,davismi01,G,75,185,1946-07-26,Virginia Union University,1970,1973,1969-10-15T00:00:00Z,FALSE
Herm Gilliam,gillihe01,G-F,75,190,1946-05-05,Purdue,1970,1977,1969-10-15T00:00:00Z,FALSE
Grady O'Malley,omallgr01,F,77,205,1948-04-25,Manhattan University,1970,1970,1969-10-15T00:00:00Z,FALSE
Luther Rackley,rackllu01,C,82,220,1946-06-11,Xavier,1970,1974,1969-10-15T00:00:00Z,FALSE
Norm Van Lier,vanlino01,G,73,173,1947-04-01,Saint Francis University,1970,1979,1969-10-15T00:00:00Z,FALSE
